#,N,o,i,s,e, ,D,A,C, ,V,a,l,u,e,",", ,M,e,a,n,",", ,S,t,d,D,e,v
0.0,-68.7410323,1.5019447436139957
200.0,-68.5732038,1.4675340861375457
400.0,-67.8514086,1.3436934359376915
600.0,-67.4550125,1.4237394968394854
800.0,-66.5753121,1.0339853848051188
1000.0,-66.023006,1.0369317965073686
1200.0,-65.03936949999999,1.6153151898080913
1400.0,-64.30700100000001,1.3722116708886425
1600.0,-63.788660400000005,1.4657976916647952
1800.0,-62.7119707,1.383918794347598
2000.0,-61.806276100000005,1.4362583666401363
2200.0,-61.39477380000001,1.3636527298178076
2400.0,-60.7845425,0.9898907116802087
2600.0,-60.2668163,0.9216199124092913
2800.0,-59.45835139999999,1.0210953910502387
3000.0,-58.991529899999996,1.087693847524656
3200.0,-58.592427900000004,1.1199367896192134
3400.0,-58.1347534,1.6342354135730994
3600.0,-57.60854069999999,1.4222006110568612
3800.0,-57.0501407,1.6430240969676952
4000.0,-56.57803220000001,1.4996460606840403
4200.0,-56.48701149999999,1.1601824318161131
4400.0,-56.163987999999996,1.0192644157440205
4600.0,-55.519154099999994,1.16872199049226
4800.0,-55.292220500000006,1.1723986883201247
5000.0,-54.94721460000001,1.5521128580360515
5200.0,-54.6682203,1.3912198241021834
5400.0,-54.1064435,1.348865348704143
5600.0,-54.0913937,1.4860390265680479
5800.0,-53.777147299999996,1.157178775772227
6000.0,-53.2020975,1.1076769929879156
6200.0,-53.114406900000006,1.175322974890472
6400.0,-52.8242489,1.4909217790426799
6600.0,-52.58344180000001,1.5593577270718741
6800.0,-52.11382549999999,1.4712171702338002
7000.0,-52.29149839999998,1.6519988533953163
7200.0,-52.078204099999994,1.5826567505653875
7400.0,-51.81011010000001,1.5739227311297685
7600.0,-51.4018685,1.110065615907794
7800.0,-51.19909520000001,1.037616771777018
8000.0,-50.93286549999998,1.1171124306052411
8191.0,-50.703384299999996,1.0013090512077232
