xaxis,0,StdDev,431,StdDev,862,StdDev,1293,StdDev,1724,StdDev,2155,StdDev,2586,StdDev,3017,StdDev,3448,StdDev,3879,StdDev,4311,StdDev,4742,StdDev,5173,StdDev,5604,StdDev,6035,StdDev,6466,StdDev,6897,StdDev,7328,StdDev,7759,StdDev,8191,StdDev
76.0,0.7668,0.02246241304935872,0.753225,0.027547674584254857,0.7372,0.031473957488692146,0.7404249999999999,0.032109879710145305,0.621725,0.03277879459345632,0.6623,0.03570658202628753,0.534225,0.06818045449393836,0.52315,0.058799468535013125,0.551925,0.050077134253070026,0.47300000000000003,0.03573093897450779,0.47627500000000006,0.04493884038334769,0.47974999999999995,0.055791016301910114,0.45085,0.047700917181957826,0.4604500000000001,0.04159684483227063,0.45542499999999997,0.05229956381271263,0.43605,0.057379417041304975,0.42642500000000005,0.058290173914648774,0.442525,0.05114977394866961,0.4381500000000001,0.05043488376114295,0.41165,0.04925878094309684
80.0,0.74045,0.02429295165269137,0.7318,0.029210614509112956,0.707325,0.027178472639204716,0.6615500000000001,0.041251636331180855,0.6190749999999999,0.03373306056378521,0.64305,0.03967993825600035,0.597575,0.04840965167195484,0.490625,0.04722588670422187,0.549975,0.050103636345079784,0.48317499999999997,0.042188201846013774,0.47334999999999994,0.05013808432718586,0.47177500000000006,0.05683066403799977,0.45672499999999994,0.05729091878299737,0.458325,0.05498335543598626,0.45085,0.048773225236803844,0.42989999999999995,0.04633508389978376,0.443025,0.06304422554841958,0.418975,0.046714819650727546,0.42927499999999996,0.03524839535354766,0.414325,0.0592551210867044
84.0,0.7976,0.014884219831754694,0.7167999999999999,0.03141353211595283,0.7090249999999999,0.025626634094238737,0.643525,0.060547909749222556,0.615625,0.036000477427389786,0.6352249999999999,0.043549677094095664,0.49967500000000004,0.05279791070676944,0.563175,0.04526692363083667,0.48595,0.04004744061734782,0.49260000000000004,0.04198380640199267,0.48402500000000004,0.04557822259588454,0.46595,0.03869686679823058,0.463525,0.057318403458226225,0.46005,0.05111650907485761,0.45557499999999995,0.040184504165162976,0.434875,0.036254094596334906,0.4423,0.05065086376361218,0.42869999999999997,0.06394419441982205,0.423325,0.04873724833225611,0.40527499999999994,0.046417123726056095
88.0,0.796825,0.01781416220314611,0.7340500000000001,0.048301630407264734,0.7325250000000001,0.02867314728103632,0.6133749999999999,0.036169522736690905,0.603375,0.037926697391151794,0.584175,0.045797864306100576,0.48735,0.03706180648592295,0.5471999999999999,0.03687831341045844,0.5107250000000001,0.04586337727424792,0.45779999999999993,0.030154767450603897,0.47404999999999997,0.046522548296498115,0.479875,0.054001475674281346,0.459375,0.05128239829610157,0.44994999999999996,0.051327843321144914,0.45182500000000003,0.04359982081385198,0.427725,0.043602745039733444,0.42787500000000006,0.05457022425279192,0.41412499999999997,0.054320892619691,0.41690000000000005,0.04505097113270701,0.41195000000000004,0.047828835444739815
91.0,0.78225,0.02146596142733887,0.750375,0.02738675546683106,0.683775,0.03169581005432735,0.630725,0.04319026944810602,0.669425,0.029974061703412828,0.570875,0.03624305968044088,0.49115000000000003,0.035400953376992554,0.47565,0.03197385650809111,0.47462499999999996,0.04388432949242817,0.463225,0.04136573914485272,0.46637500000000004,0.04868813382129161,0.47247500000000003,0.05359663585524749,0.45599999999999996,0.05080698770838516,0.4649,0.06289427636915779,0.434025,0.03529482079569183,0.428125,0.03656992445986182,0.4337,0.04192207055955133,0.42642500000000005,0.040572704802613296,0.43079999999999996,0.04446245607251133,0.40962499999999996,0.06257862554419041
95.0,0.7858499999999999,0.017788409147531988,0.711275,0.04087847080065495,0.69495,0.03264272507006728,0.61295,0.043515485749328384,0.601375,0.04657718728089965,0.56515,0.03716486916430622,0.49559999999999993,0.036856342737716125,0.541275,0.059670339156066475,0.5182249999999999,0.044956360784654266,0.4750500000000001,0.036423172569121434,0.476225,0.06182575818378615,0.4606,0.05466479671598532,0.45475000000000004,0.04426101557804566,0.45145,0.06605185462952574,0.437175,0.04825395709162099,0.43065,0.05015702842075077,0.437,0.051931685895992244,0.41695000000000004,0.052668277928939355,0.41434999999999994,0.049188692806375736,0.40104999999999996,0.05551123760104796
99.0,0.7750250000000001,0.02318349358918971,0.6935999999999999,0.02952778352670581,0.6767000000000001,0.03176255657216527,0.622075,0.045573230903678534,0.5744,0.030995806167931805,0.560575,0.035298645512257254,0.55915,0.04239254061742466,0.477475,0.034248348500329186,0.506075,0.05356556146443347,0.476,0.040208829876035926,0.478725,0.059627589042321676,0.48769999999999997,0.04895263016427207,0.456175,0.05566636664090805,0.4447500000000001,0.06603663755825248,0.43257500000000004,0.04110163469985105,0.43624999999999997,0.04930200300190653,0.4311999999999999,0.04312899256880458,0.4314,0.049369930119456326,0.43545,0.058151074796602004,0.40865,0.05752718922387918
103.0,0.75685,0.032458088360222334,0.6822250000000001,0.0279798923336027,0.6709250000000001,0.03973310175407905,0.650925,0.03324634378394112,0.5597749999999999,0.03370570241071975,0.5852999999999999,0.03646381768273859,0.51425,0.059420429988346596,0.47264999999999996,0.03147502978553,0.509225,0.04514835960475197,0.4645250000000001,0.0418216376412976,0.48587500000000006,0.03864594901150702,0.46340000000000003,0.05847768805279498,0.44787499999999997,0.04421605336300381,0.44037499999999996,0.05010623089995894,0.4369249999999999,0.03653928536520658,0.43137499999999995,0.056797309575366335,0.4215,0.04913145631873739,0.408225,0.05469071561974665,0.42337500000000006,0.04737493403689339,0.40482499999999993,0.04916039437392666
106.0,0.702225,0.019712289948151617,0.67785,0.027364712678922817,0.7097749999999999,0.04203539431241248,0.58705,0.033499216408746035,0.565825,0.03381115755190879,0.5713,0.033527004041518524,0.54935,0.05057744062326601,0.47735000000000005,0.033365064064077576,0.4847,0.04236401775091688,0.46240000000000003,0.03260736113211248,0.4631,0.05788903177632185,0.4668,0.05011047794623396,0.46445,0.04867799811002914,0.44279999999999997,0.03231655922278856,0.43134999999999996,0.04384948688411302,0.42262500000000003,0.040613844622246736,0.42375000000000007,0.05619152516171812,0.42219999999999996,0.046411313275967536,0.40437500000000004,0.04523863807631702,0.3988,0.055487476064423766
110.0,0.7217,0.027883866302935822,0.665,0.02923867302050487,0.67415,0.034639969688208434,0.5715749999999999,0.033129207279981795,0.57045,0.041992826768389856,0.5730000000000001,0.034513041013506746,0.522425,0.05879961203103298,0.47915,0.028984090463562942,0.484375,0.04306720765269093,0.47202500000000003,0.034143438242215746,0.46155000000000007,0.04458584416605791,0.4577,0.0470059570692907,0.438325,0.04051751935891436,0.45039999999999997,0.049665279622690135,0.43747499999999995,0.05090677140616953,0.43542500000000006,0.04643268649346062,0.40955,0.03836075468496416,0.40722500000000006,0.044762421460417,0.40507499999999996,0.04426815305611925,0.40280000000000005,0.0516421339605559
114.0,0.7402749999999999,0.02651130655022495,0.6484500000000001,0.034849641318096806,0.70985,0.02879457414166773,0.5823,0.03132506983232439,0.6141,0.04200523776864025,0.5727249999999999,0.03250075960650764,0.4986499999999999,0.036749523806438644,0.4961499999999999,0.04170704376960803,0.5040250000000001,0.045172717153166696,0.4686,0.03926754384985137,0.47022499999999995,0.04153341275407067,0.4606,0.04652461713974657,0.44742499999999996,0.037217527792694674,0.4600249999999999,0.05143077264634472,0.44414999999999993,0.059283872174479293,0.42684999999999995,0.057974369336802625,0.42102500000000004,0.04534505899213276,0.424125,0.04342705809745809,0.40555,0.05493357352293768,0.3923,0.05184891512847689
118.0,0.7474500000000001,0.019345477507676068,0.641275,0.027360544128361204,0.67945,0.033345127080279646,0.577225,0.033632935866498466,0.59755,0.038544746723775475,0.56935,0.03149646805595826,0.5143000000000001,0.03999262431999181,0.5203749999999999,0.04431911974531985,0.499,0.05363580893395755,0.477825,0.04413212407079451,0.472175,0.036337919244227516,0.44972499999999993,0.05190615931659749,0.4462250000000001,0.046466916994782434,0.43752500000000005,0.04876063345568841,0.43557499999999993,0.043710918258485484,0.42182499999999995,0.04256224118864043,0.42164999999999997,0.04422473855208191,0.404275,0.049067803853443455,0.4056749999999999,0.04651149723455481,0.40750000000000003,0.05060533568705972
122.0,0.733725,0.023351646087588777,0.66745,0.04124315094655111,0.6383000000000001,0.029031190123727287,0.619525,0.03486329552695787,0.583275,0.029153033718637235,0.5691750000000001,0.040990174127466195,0.5049,0.041967725694871776,0.506325,0.03343829204669402,0.4848,0.0452538396161033,0.471875,0.04006506427050879,0.45775,0.04293876453742003,0.4703000000000001,0.053534194679662465,0.44357500000000005,0.0509798428302795,0.45575,0.061028169725135945,0.43587499999999996,0.047433209621529936,0.43710000000000004,0.0538450554833032,0.41567500000000007,0.04157546602264369,0.4200749999999999,0.03817419776498256,0.408075,0.04215648674877924,0.4027,0.06514952033591652
125.0,0.7174250000000001,0.03706810455094784,0.69715,0.0341603205488473,0.6380750000000001,0.02681733348041898,0.621275,0.03246073589738842,0.5963,0.03638488697247801,0.5695,0.041629917126989324,0.525275,0.04209690457741518,0.52995,0.03973848889930265,0.473075,0.033006353555035436,0.473475,0.037087725395338014,0.46222499999999994,0.05486186630985133,0.45935000000000004,0.04606818316365429,0.4476750000000001,0.05135921898744177,0.43302499999999994,0.04075689358869246,0.42380000000000007,0.053136239987413486,0.415775,0.048403764058180435,0.42372499999999996,0.045512628741921725,0.41905000000000003,0.044333367794472826,0.403725,0.03399999080882229,0.41345,0.047803216418981685
129.0,0.688175,0.034347407107378554,0.7029,0.02843307932672786,0.635775,0.03356894956652653,0.611575,0.049584214978156106,0.5898999999999999,0.041324810949355834,0.543825,0.03996241202680338,0.48514999999999997,0.02908139439573007,0.5139250000000001,0.04049962191181543,0.4603499999999999,0.04323398547439272,0.47325,0.03834367614092316,0.4707,0.04710689970694315,0.458225,0.04893898624818458,0.44029999999999997,0.060951702191161174,0.43562500000000004,0.06439397778519354,0.4393000000000001,0.044785153790067526,0.43072499999999997,0.0635983441215257,0.41515,0.053635599185615515,0.41269999999999996,0.051436465663962566,0.4171,0.04036570326403344,0.40085,0.057146106604037336
133.0,0.67345,0.022211427239148755,0.6990000000000001,0.03506493975468943,0.635675,0.027028121928835545,0.600225,0.04648305470814069,0.5476000000000001,0.03156960563580102,0.538375,0.03832733195775567,0.47442499999999993,0.02598738876840072,0.512325,0.0474269899424368,0.46434999999999993,0.03281733535800858,0.45437500000000003,0.044063980471582456,0.47014999999999996,0.05286565520259822,0.46892500000000004,0.051989608336666666,0.44355,0.06537964132663929,0.43150000000000005,0.060841186707690044,0.42195,0.033964650741616635,0.429575,0.05119564800840009,0.42032500000000006,0.04510841800595538,0.41747500000000004,0.0471592978637299,0.40380000000000005,0.04699797867993899,0.409,0.05259610251720179
137.0,0.662475,0.02882792699796501,0.6644249999999999,0.03660661654673919,0.631525,0.041893309430027136,0.619275,0.031239388198234637,0.5562,0.027621730575762254,0.5367750000000001,0.03862284783648144,0.47835,0.03819001832940121,0.506175,0.044665359900038865,0.46427499999999994,0.035163893058078766,0.466525,0.043408517309394476,0.45257500000000006,0.03360125555689847,0.44902499999999995,0.06284683265686505,0.439325,0.06335944582301836,0.4474,0.04466866910934329,0.42645,0.038468786047911624,0.43107500000000004,0.057377429142477274,0.43267500000000003,0.05644527770327647,0.41652500000000003,0.046095003796507064,0.408575,0.03753457572692144,0.400225,0.04586801036670328
141.0,0.62805,0.024517289817596093,0.696275,0.02601921165216193,0.6718500000000001,0.038695962321668644,0.5991,0.03970755595601422,0.5958249999999999,0.037853591309147935,0.56355,0.03586568694448775,0.52815,0.04282204455651318,0.508575,0.033335332231732746,0.48362499999999997,0.039368570903704395,0.46329999999999993,0.03783133621747982,0.47087500000000004,0.058644346487960804,0.4429499999999999,0.047182067568092005,0.441,0.054254492901510014,0.44102499999999994,0.042882098537734836,0.43237499999999995,0.04403844201376793,0.42612500000000003,0.052416212902116455,0.42297499999999993,0.0664053791119364,0.405525,0.047258325986010125,0.41185,0.04689219018130845,0.4001,0.042545740092281854
144.0,0.6849999999999999,0.052159850459908334,0.6301,0.03859391143690933,0.615125,0.024405109608440622,0.606425,0.03264037951678872,0.531925,0.041376555861985416,0.554025,0.04187450745978989,0.516525,0.03500784733456201,0.4957249999999999,0.03518166248203744,0.4745749999999999,0.04643160965333853,0.4742,0.049192072532065576,0.45847499999999997,0.041059705003811224,0.449075,0.05379423180044493,0.43855000000000005,0.04789882566410163,0.4391,0.03203185914054943,0.43804999999999994,0.05529599895109953,0.438075,0.0622918082495604,0.415025,0.05690276245491075,0.404225,0.04260016872032316,0.398575,0.04713167061541528,0.407475,0.046219577832342866
148.0,0.71965,0.01866889123649286,0.6065999999999999,0.0252218159536541,0.575,0.04224215903573111,0.62285,0.027789881251995326,0.540425,0.0282275463864644,0.5488999999999999,0.03996423400992442,0.513375,0.03369249731023215,0.464025,0.029579120592066285,0.46142500000000003,0.03559345972225797,0.44952500000000006,0.04241755974829293,0.46542500000000003,0.05932785496712316,0.44589999999999996,0.05023634142729743,0.44337499999999996,0.04758764939561525,0.44152500000000006,0.04611886138013384,0.42679999999999996,0.04549736256092215,0.4212249999999999,0.045307001390513586,0.42742499999999994,0.04592106678856667,0.40532500000000005,0.04840112989383615,0.41167499999999996,0.04794183324613275,0.38235,0.038677221978834005
152.0,0.680075,0.046228988470439186,0.6003499999999999,0.03406578195198226,0.5996,0.057568133546259774,0.5529249999999999,0.034655005049775985,0.5560499999999999,0.04040912644440609,0.517375,0.033315677615801245,0.49444999999999995,0.04055240436768209,0.487675,0.04159049621007185,0.476525,0.04882928808614764,0.456625,0.03969237174823395,0.4648,0.046436623477595786,0.43882500000000013,0.05417881850871244,0.43645000000000006,0.05573506526415844,0.44807500000000006,0.0463003172235353,0.44022500000000003,0.050500241336057,0.417225,0.04075628019091046,0.42692499999999994,0.04481762348674905,0.39794999999999997,0.03980888719871481,0.38055,0.05050839039209228,0.39405,0.04689720140903932
156.0,0.6470750000000001,0.038911686869114274,0.6176,0.02555660384323396,0.5641499999999999,0.03897406188736298,0.534025,0.03563740135026683,0.5242,0.03747946104201608,0.511,0.0336518944489014,0.48819999999999997,0.029739872225683826,0.49187499999999995,0.03938031710131344,0.46142500000000003,0.0353276715196459,0.45092499999999996,0.04550021291158976,0.4407249999999999,0.051690418599581886,0.448925,0.05093151651973462,0.45185000000000003,0.04369413576213632,0.44184999999999997,0.04227975283749895,0.42944999999999994,0.05376241717036168,0.4272500000000001,0.037922783389408535,0.429575,0.03992360673836973,0.40337499999999993,0.061935324129288295,0.403775,0.0574397456035453,0.40045000000000003,0.04956911841055881
